Num_expediente,Tipo_accidente
2015S000053,Alcance
2015S007424,Colisión lateral
2015S000718,Colisión fronto-lateral
2015S007498,Colisión lateral
2015S005592,Colisión fronto-lateral
2015S000662,Alcance
2015S007171,Alcance
2015S006479,Atropello
2015S001584,Atropello
2015S005631,Colisión lateral
2015S009887,Choque contra elemento estático
2015S006605,Colisión lateral
2015S008636,Colisión lateral
2015S007827,Choque contra elemento estático
2015S000067,Alcance
2015S004473,Alcance
2015S008562,Colisión lateral
2015S003383,Atropello
2015S008675,Colisión fronto-lateral
2015S000823,Alcance
2015S007246,Colisión fronto-lateral
2015S005362,Colisión lateral
2015S006956,Alcance
2015S005056,Colisión lateral
2015S004709,Caída (dos ruedas)
2015S007939,Colisión lateral
2015S000885,Caída (dos ruedas)
2015S002304,Colisión lateral
2015S000858,Alcance
2015S002080,Alcance
2015S008507,Alcance
2015S000415,Alcance
2015S005633,Colisión lateral
2015S002649,Alcance
2015S006924,Colisión lateral
2015S003994,Colisión lateral
2015S008581,Colisión fronto-lateral
2015S001000,Colisión fronto-lateral
2015S007276,Alcance
2015S009388,Colisión lateral
2015S006754,Colisión fronto-lateral
2015S001653,Colisión lateral
2015S008681,Alcance
2015S009717,Alcance
2015S005963,Colisión lateral
2015S003755,Alcance
2015S006237,Caída (dos ruedas)
2015S000783,Colisión lateral
2015S003217,Alcance
2015S009490,Colisión lateral
2015S002918,Colisión frontal
2015S000970,Alcance
2015S008712,Colisión fronto-lateral
2015S000643,Colisión fronto-lateral
2015S007485,Colisión lateral
2015S006601,Caída (dos ruedas)
2015S001403,Colisión fronto-lateral
2015S002392,Colisión fronto-lateral
2015S002621,Alcance
2015S001366,Colisión lateral
2015S001705,Colisión lateral
2015S001594,Caída (dos ruedas)
2015S007122,Colisión fronto-lateral
2015S000825,Caída (dos ruedas)
2015S000507,Colisión lateral
2015S008051,Colisión lateral
2015S008890,Colisión fronto-lateral
2015S003023,Caída (dos ruedas)
2015S000485,Caída (dos ruedas)
2015S007961,Atropello
2015S006647,Colisión lateral
2015S008790,Colisión lateral
2015S008273,Colisión lateral
2015S006741,Colisión frontal
2015S000561,Atropello
2015S000080,Colisión fronto-lateral
2015S004486,Atropello
2015S009885,Colisión lateral
2015S005355,Alcance
2015S002025,Atropello
2015S008895,Alcance multiple
2015S000890,Alcance
2015S009411,Colisión fronto-lateral
2015S002907,Colisión fronto-lateral
2015S004655,Colisión fronto-lateral
2015S004826,Colisión lateral
2015S007395,Atropello
2015S002241,Alcance
2015S002868,Colisión fronto-lateral
2015S009760,Colisión lateral
2015S003808,Caída interior vehículo
2015S005219,Alcance
2015S006460,Alcance
2015S007811,Choque contra elemento estático
2015S007180,Atropello
2015S007366,Colisión lateral
2015S003884,Otros
2015S001825,Colisión fronto-lateral
2015S008961,Colisión lateral
2015S002217,Alcance
2015S003728,Caída (dos ruedas)
2015S008730,Alcance
2015S006551,Colisión fronto-lateral
2015S004256,Colisión fronto-lateral
2015S008420,Atropello
2015S001918,Colisión lateral
2015S000282,Otros
2015S005399,Atropello
2015S001082,Colisión fronto-lateral
2015S002997,Colisión lateral
2015S006532,Alcance
2015S005622,Caída (dos ruedas)
2015S001240,Colisión lateral
2015S000261,Colisión fronto-lateral
2015S002719,Colisión lateral
2015S009986,Colisión fronto-lateral
2015S006484,Atropello
2015S002538,Atropello
2015S003423,Colisión fronto-lateral
2015S000629,Atropello
2015S004364,Alcance
2015S000681,Alcance multiple
2015S009076,Choque contra elemento estático
2015S005595,Colisión lateral
2015S004427,Caída interior vehículo
2015S003826,Alcance
2015S003405,Colisión fronto-lateral
2015S005849,Caída (dos ruedas)
2015S004084,Atropello
2015S006053,Choque contra elemento estático
2015S003576,Colisión lateral
2015S001109,Colisión fronto-lateral
2015S009098,Atropello
2015S003139,Alcance
2015S006658,Colisión lateral
2015S006199,Caída (dos ruedas)
2015S009730,Colisión lateral
2015S005724,Colisión lateral
2015S004093,Alcance
2015S006695,Colisión lateral
2015S004699,Colisión fronto-lateral
2015S009570,Colisión fronto-lateral
2015S006213,Colisión fronto-lateral
2015S003695,Colisión lateral
2015S004451,Alcance
2015S001750,Alcance
2015S001091,Alcance
2015S007587,Atropello
2015S001092,Colisión lateral
2015S008229,Atropello
2015S003268,Otros
2015S002371,Otros
2015S005519,Colisión fronto-lateral
2015S006193,Atropello
2015S009332,Caída (dos ruedas)
2015S006993,Caída (dos ruedas)
2015S005361,Caída (dos ruedas)
2015S003869,Colisión lateral
2015S009972,Colisión lateral
2015S007948,Atropello
2015S006716,Choque contra elemento estático
2015S001408,Colisión lateral
2015S006307,Otros
2015S008687,Atropello
2015S005192,Colisión fronto-lateral
2015S001580,Colisión fronto-lateral
2015S005031,Alcance
2015S005184,Colisión fronto-lateral
2015S006620,Otros
2015S003851,Caída (dos ruedas)
2015S002289,Colisión lateral
2015S000264,Colisión fronto-lateral
2015S006195,Atropello
2015S001849,Atropello
2015S004074,Colisión lateral
2015S004746,Caída (dos ruedas)
2015S004746,Colisión lateral
2015S006614,Colisión lateral
2015S006278,Colisión lateral
2015S005276,Alcance
2015S000886,Colisión fronto-lateral
2015S002599,Colisión lateral
2015S005270,Colisión fronto-lateral
2015S003882,Alcance multiple
2015S006436,Colisión fronto-lateral
2015S003688,Colisión lateral
2015S000041,Colisión fronto-lateral
2015S001676,Alcance
2015S004676,Colisión lateral
2015S000818,Alcance
2015S002552,Colisión fronto-lateral
2015S009526,Alcance
2015S005006,Colisión fronto-lateral
2015S002618,Caída interior vehículo
2015S000757,Colisión fronto-lateral
2015S005782,Colisión lateral
2015S003265,Colisión lateral
2015S002178,Colisión lateral
2015S001037,Alcance
2015S008302,Alcance
2015S003708,Atropello
2015S004892,Alcance
2015S007475,Caída (dos ruedas)
2015S006375,Colisión fronto-lateral
2015S008087,Atropello
2015S001214,Colisión fronto-lateral
2015S002135,Colisión fronto-lateral
2015S002550,Caída (dos ruedas)
2015S004476,Caída (dos ruedas)
2015S007626,Choque contra elemento estático
2015S003802,Caída (dos ruedas)
2015S000884,Alcance
2015S000383,Colisión fronto-lateral
2015S003703,Alcance
2015S007286,Colisión lateral
2015S000752,Colisión fronto-lateral
2015S005200,Colisión fronto-lateral
2015S002286,Colisión lateral
2015S003455,Alcance
2015S005140,Choque contra elemento estático
2015S005140,Colisión fronto-lateral
2015S004083,Colisión lateral
2015S005403,Atropello
2015S001187,Caída (dos ruedas)
2015S006012,Otros
2015S009208,Choque contra elemento estático
2015S001715,Colisión lateral
2015S007936,Colisión lateral
2015S002275,Colisión fronto-lateral
2015S001961,Colisión fronto-lateral
2015S009133,Colisión fronto-lateral
2015S000025,Colisión lateral
2015S007553,Atropello
2015S009026,Colisión lateral
2015S001126,Colisión lateral
2015S002523,Colisión fronto-lateral
2015S002428,Colisión lateral
2015S000853,Alcance
2015S008580,Caída (dos ruedas)
2015S000771,Atropello
2015S004323,Atropello
2015S005194,Caída (dos ruedas)
2015S006229,Atropello
2015S008026,Colisión lateral
2015S002512,Colisión fronto-lateral
2015S000192,Colisión lateral
2015S000740,Atropello
2015S003280,Colisión fronto-lateral
2015S007439,Caída (dos ruedas)
2015S006443,Colisión lateral
2015S003511,Caída (dos ruedas)
2015S003511,Alcance
2015S008841,Caída (dos ruedas)
2015S006011,Alcance
2015S004798,Colisión fronto-lateral
2015S002810,Colisión lateral
2015S006148,Alcance
2015S007482,Atropello
2015S009650,Colisión lateral
2015S006261,Colisión lateral
2015S002913,Alcance
2015S005029,Choque contra elemento estático
2015S008884,Atropello
2015S003524,Atropello
2015S000865,Choque contra elemento estático
2015S007850,Colisión lateral
2015S006072,Alcance
2015S001003,Alcance
2015S000027,Colisión fronto-lateral
2015S001308,Atropello
2015S008646,Atropello
2015S003790,Colisión lateral
2015S006465,Alcance
2015S002857,Atropello
2015S002187,Alcance
2015S006590,Colisión lateral
2015S004464,Colisión lateral
2015S002137,Alcance
2015S006655,Colisión lateral
2015S005862,Colisión lateral
2015S009130,Alcance
2015S001333,Colisión fronto-lateral
2015S005988,Colisión fronto-lateral
2015S000839,Colisión lateral
2015S002597,Alcance
2015S006975,Colisión fronto-lateral
2015S003448,Colisión lateral
2015S005101,Colisión lateral
2015S005863,Colisión lateral
2015S006197,Colisión lateral
2015S007383,Atropello
2015S001171,Colisión lateral
2015S006731,Caída (dos ruedas)
2015S005978,Caída (dos ruedas)
2015S007480,Colisión lateral
2015S001155,Atropello
2015S004584,Caída (dos ruedas)
2015S005199,Colisión lateral
2015S005788,Atropello
2015S004429,Colisión lateral
2015S004428,Alcance
2015S009599,Colisión fronto-lateral
2015S005239,Colisión lateral
2015S001165,Colisión fronto-lateral
2015S005479,Atropello
2015S000003,Atropello
2015S008129,Atropello
2015S009919,Colisión fronto-lateral
2015S004212,Alcance
2015S005726,Colisión lateral
2015S001755,Otros
2015S003700,Colisión lateral
2015S008594,Colisión fronto-lateral
2015S004268,Caída (dos ruedas)
2015S003871,Choque contra elemento estático
2015S001264,Alcance
2015S005435,Colisión lateral
2015S009444,Colisión fronto-lateral
2015S000744,Colisión fronto-lateral
2015S008159,Choque contra elemento estático
2015S007476,Choque contra elemento estático
2015S006510,Atropello
2015S001780,Colisión fronto-lateral
2015S002271,Colisión fronto-lateral
2015S000751,Caída (dos ruedas)
2015S004257,Colisión lateral
2015S005065,Colisión lateral
2015S008522,Alcance
2015S006334,Colisión lateral
2015S003285,Colisión lateral
2015S006753,Caída (dos ruedas)
2015S004626,Colisión fronto-lateral
2015S006180,Colisión frontal
2015S002969,Atropello
2015S007128,Choque contra elemento estático
2015S009750,Alcance
2015S000350,Caída interior vehículo
2015S007612,Caída interior vehículo
2015S006915,Choque contra elemento estático
2015S003852,Colisión fronto-lateral
2015S000636,Colisión lateral
2015S000581,Colisión fronto-lateral
2015S007911,Colisión lateral
2015S007049,Colisión lateral
2015S007831,Choque contra elemento estático
2015S008566,Colisión fronto-lateral
2015S001931,Colisión fronto-lateral
2015S003316,Atropello
2015S003806,Alcance
2015S005156,Alcance
2015S002257,Colisión fronto-lateral
2015S003745,Alcance
2015S005733,Alcance
2015S002782,Colisión lateral
2015S002202,Alcance
2015S003181,Choque contra elemento estático
2015S004740,Atropello
2015S005625,Colisión lateral
2015S007484,Alcance
2015S001632,Alcance
2015S004665,Alcance
2015S006555,Alcance
2015S006107,Alcance
2015S000071,Choque contra elemento estático
2015S003440,Colisión lateral
2015S002384,Colisión fronto-lateral
2015S004253,Colisión fronto-lateral
2015S001877,Alcance
2015S009280,Choque contra elemento estático
2015S006341,Caída (dos ruedas)
2015S009366,Colisión lateral
2015S007544,Colisión fronto-lateral
2015S008349,Atropello
2015S001796,Alcance
2015S005934,Alcance
2015S001902,Alcance
2015S009385,Atropello
2015S001052,Choque contra elemento estático
2015S000713,Colisión fronto-lateral
2015S001830,Colisión lateral
2015S002143,Alcance
2015S003146,Choque contra elemento estático
2015S008738,Otros
2015S008063,Atropello
2015S005111,Atropello
2015S000609,Colisión lateral
2015S001666,Alcance
2015S005043,Alcance
2015S009094,Colisión fronto-lateral
2015S003005,Alcance
2015S006388,Colisión fronto-lateral
2015S006493,Colisión lateral
2015S004837,Colisión lateral
2015S002991,Colisión fronto-lateral
2015S001801,Colisión lateral
2015S003902,Alcance
2015S009795,Alcance
2015S003301,Colisión lateral
2015S007862,Colisión lateral
2015S002134,Choque contra elemento estático
2015S004050,Colisión lateral
2015S005748,Caída (dos ruedas)
2015S008901,Caída (dos ruedas)
2015S001569,Atropello
2015S004067,Alcance
2015S008007,Choque contra elemento estático
2015S000347,Colisión lateral
2015S006061,Colisión frontal
2015S004380,Alcance
2015S009755,Colisión lateral
2015S008339,Alcance
2015S001973,Alcance
2015S002746,Atropello
2015S005951,Colisión lateral
2015S002053,Otros
2015S002122,Otros
2015S000318,Colisión lateral
2015S001923,Colisión frontal
2015S001483,Colisión lateral
2015S006834,Colisión lateral
2015S002717,Colisión lateral
2015S005225,Alcance
2015S009681,Atropello
2015S005453,Alcance
2015S004640,Alcance
2015S008017,Atropello
2015S009716,Colisión fronto-lateral
2015S001104,Atropello
2015S000037,Atropello
2015S004280,Atropello
2015S007767,Colisión lateral
2015S000588,Alcance
2015S006690,Atropello
2015S003514,Colisión fronto-lateral
2015S001880,Alcance
2015S009294,Colisión lateral
2015S006217,Caída (dos ruedas)
2015S005711,Atropello
2015S005556,Colisión fronto-lateral
2015S000285,Alcance
2015S002316,Colisión lateral
2015S002818,Atropello
2015S006037,Alcance multiple
2015S003365,Colisión lateral
2015S004624,Alcance
2015S006580,Colisión lateral
2015S003733,Caída interior vehículo
2015S009189,Colisión fronto-lateral
2015S004205,Alcance multiple
2015S007077,Alcance
2015S003084,Colisión fronto-lateral
2015S003020,Atropello
2015S002930,Colisión fronto-lateral
2015S005764,Colisión fronto-lateral
2015S001385,Colisión fronto-lateral
2015S007229,Colisión fronto-lateral
2015S008372,Choque contra elemento estático
2015S001747,Colisión fronto-lateral
2015S004170,Atropello
2015S000396,Colisión lateral
2015S006232,Alcance
2015S005757,Alcance
2015S005525,Caída (dos ruedas)
2015S008450,Colisión fronto-lateral
2015S008870,Choque contra elemento estático
2015S006628,Atropello
2015S004000,Colisión frontal
2015S004251,Alcance
2015S009365,Alcance
2015S000938,Alcance
2015S005806,Colisión fronto-lateral
2015S008886,Alcance
2015S007692,Atropello
2015S005133,Colisión fronto-lateral
2015S003517,Colisión lateral
2015S005704,Colisión lateral
2015S004648,Otros
2015S005521,Alcance
2015S006822,Atropello
2015S006693,Alcance
2015S002511,Choque contra elemento estático
2015S006905,Colisión lateral
2015S007640,Colisión lateral
2015S009916,Caída (dos ruedas)
2015S000692,Colisión lateral
2015S001462,Colisión fronto-lateral
2015S002207,Colisión lateral
2015S003249,Colisión fronto-lateral
2015S007393,Alcance
2015S002349,Caída interior vehículo
2015S006711,Colisión lateral
2015S008524,Colisión fronto-lateral
2015S000901,Caída (dos ruedas)
2015S004438,Atropello
2015S006455,Otros
2015S002620,Colisión lateral
2015S000447,Caída interior vehículo
2015S003134,Colisión fronto-lateral
2015S007994,Colisión lateral
2015S008200,Colisión fronto-lateral
2015S002791,Choque contra elemento estático
2015S009249,Colisión frontal
2015S008689,Colisión lateral
2015S010020,Colisión lateral
2015S009337,Colisión lateral
2015S009610,Alcance multiple
2015S000816,Colisión fronto-lateral
2015S002308,Alcance
2015S004043,Colisión fronto-lateral
2015S005898,Colisión lateral
2015S004688,Colisión fronto-lateral
2015S009060,Colisión lateral
2015S001061,Colisión fronto-lateral
2015S003901,Colisión fronto-lateral
2015S000538,Colisión lateral
2015S008682,Atropello
2015S000348,Colisión lateral
2015S006250,Caída interior vehículo
2015S005450,Colisión fronto-lateral
2015S005109,Alcance
2015S001318,Colisión fronto-lateral
2015S001149,Atropello
2015S000432,Alcance
2015S006794,Alcance
2015S000065,Alcance
2015S000779,Colisión frontal
2015S009224,Caída interior vehículo
2015S009039,Alcance multiple
2015S009688,Choque contra elemento estático
2015S008997,Caída (dos ruedas)
2015S000537,Colisión lateral
2015S008422,Alcance
2015S007199,Colisión fronto-lateral
2015S004367,Colisión lateral
2015S007663,Colisión lateral
2015S004993,Otros
2015S005330,Colisión fronto-lateral
2015S000703,Colisión frontal
2015S006435,Colisión lateral
2015S002051,Vuelco (más de dos ruedas)
2015S000298,Colisión lateral
2015S000914,Atropello
2015S009467,Colisión lateral
2015S008111,Colisión lateral
2015S003719,Colisión lateral
2015S009423,Colisión lateral
2015S005398,Colisión lateral
2015S005563,Otros
2015S005099,Otros
2015S000431,Caída (dos ruedas)
2015S003203,Choque contra elemento estático
2015S007125,Caída (dos ruedas)
2015S006414,Colisión fronto-lateral
2015S007328,Caída interior vehículo
2015S008460,Atropello
2015S004189,Atropello
